,REF_DATE,GEO,Type of fuel sales,UOM,SCALAR_FACTOR,VALUE
743,2001,Newfoundland and Labrador,Net sales of liquefied petroleum gas,Litres,thousands,9165.0
744,2001,Prince Edward Island,Net sales of gasoline,Litres,thousands,200192.0
745,2001,Prince Edward Island,Gross sales of gasoline,Litres,thousands,203095.0
746,2001,Prince Edward Island,Net sales of diesel oil,Litres,thousands,44524.0
747,2001,Prince Edward Island,Net sales of liquefied petroleum gas,Litres,thousands,558.0
748,2001,Nova Scotia,Net sales of gasoline,Litres,thousands,1179199.0
749,2001,Nova Scotia,Gross sales of gasoline,Litres,thousands,1206604.0
750,2001,Nova Scotia,Net sales of diesel oil,Litres,thousands,360323.0
751,2001,Nova Scotia,Net sales of liquefied petroleum gas,Litres,thousands,4965.0
752,2001,New Brunswick,Net sales of gasoline,Litres,thousands,1041519.0
753,2001,New Brunswick,Gross sales of gasoline,Litres,thousands,1063630.0
754,2001,New Brunswick,Net sales of diesel oil,Litres,thousands,409974.0
755,2001,New Brunswick,Net sales of liquefied petroleum gas,Litres,thousands,2945.0
756,2001,Quebec,Net sales of gasoline,Litres,thousands,7621810.0
757,2001,Quebec,Gross sales of gasoline,Litres,thousands,7735416.0
758,2001,Quebec,Net sales of diesel oil,Litres,thousands,2899166.0
759,2001,Quebec,Net sales of liquefied petroleum gas,Litres,thousands,0.0
760,2001,Ontario,Net sales of gasoline,Litres,thousands,14342128.0
761,2001,Ontario,Gross sales of gasoline,Litres,thousands,14520878.0
762,2001,Ontario,Net sales of diesel oil,Litres,thousands,4355105.0
763,2001,Ontario,Net sales of liquefied petroleum gas,Litres,thousands,121209.0
764,2001,Manitoba,Net sales of gasoline,Litres,thousands,1322522.0
765,2001,Manitoba,Gross sales of gasoline,Litres,thousands,1499917.0
766,2001,Manitoba,Net sales of diesel oil,Litres,thousands,469804.0
767,2001,Manitoba,Net sales of liquefied petroleum gas,Litres,thousands,12244.0
768,2001,Saskatchewan,Net sales of gasoline,Litres,thousands,1054694.0
769,2001,Saskatchewan,Gross sales of gasoline,Litres,thousands,1572399.0
770,2001,Saskatchewan,Net sales of diesel oil,Litres,thousands,854377.0
771,2001,Saskatchewan,Net sales of liquefied petroleum gas,Litres,thousands,74301.0
772,2001,Alberta,Net sales of gasoline,Litres,thousands,4646200.0
773,2001,Alberta,Gross sales of gasoline,Litres,thousands,4959700.0
774,2001,Alberta,Net sales of diesel oil,Litres,thousands,2293900.0
775,2001,Alberta,Net sales of liquefied petroleum gas,Litres,thousands,173300.0
776,2001,British Columbia,Net sales of gasoline,Litres,thousands,4460565.0
777,2001,British Columbia,Gross sales of gasoline,Litres,thousands,4647147.0
778,2001,British Columbia,Net sales of diesel oil,Litres,thousands,1329901.0
779,2001,British Columbia,Net sales of liquefied petroleum gas,Litres,thousands,0.0
780,2001,Yukon,Net sales of gasoline,Litres,thousands,60731.0
781,2001,Yukon,Gross sales of gasoline,Litres,thousands,62833.0
782,2001,Yukon,Net sales of diesel oil,Litres,thousands,39127.0
783,2001,Yukon,Net sales of liquefied petroleum gas,Litres,thousands,0.0
784,2001,Northwest Territories,Net sales of gasoline,Litres,thousands,32936.0
785,2001,Northwest Territories,Gross sales of gasoline,Litres,thousands,39885.0
786,2001,Northwest Territories,Net sales of diesel oil,Litres,thousands,94313.0
787,2001,Northwest Territories,Net sales of liquefied petroleum gas,Litres,thousands,0.0
788,2001,Nunavut,Net sales of gasoline,Litres,thousands,9482.0
789,2001,Nunavut,Gross sales of gasoline,Litres,thousands,9482.0
790,2001,Nunavut,Net sales of diesel oil,Litres,thousands,3331.0
791,2001,Nunavut,Net sales of liquefied petroleum gas,Litres,thousands,0.0
792,2002,Canada,Net sales of gasoline,Litres,thousands,37949600.0
793,2002,Canada,Gross sales of gasoline,Litres,thousands,39245969.0
794,2002,Canada,Net sales of diesel oil,Litres,thousands,13737648.0
795,2002,Canada,Net sales of liquefied petroleum gas,Litres,thousands,308345.0
796,2002,Newfoundland and Labrador,Net sales of gasoline,Litres,thousands,587295.0
797,2002,Newfoundland and Labrador,Gross sales of gasoline,Litres,thousands,606755.0
798,2002,Newfoundland and Labrador,Net sales of diesel oil,Litres,thousands,187045.0
799,2002,Newfoundland and Labrador,Net sales of liquefied petroleum gas,Litres,thousands,2005.0
800,2002,Prince Edward Island,Net sales of gasoline,Litres,thousands,210701.0
801,2002,Prince Edward Island,Gross sales of gasoline,Litres,thousands,213294.0
802,2002,Prince Edward Island,Net sales of diesel oil,Litres,thousands,43554.0
803,2002,Prince Edward Island,Net sales of liquefied petroleum gas,Litres,thousands,475.0
804,2002,Nova Scotia,Net sales of gasoline,Litres,thousands,1202711.0
805,2002,Nova Scotia,Gross sales of gasoline,Litres,thousands,1216679.0
806,2002,Nova Scotia,Net sales of diesel oil,Litres,thousands,365077.0
807,2002,Nova Scotia,Net sales of liquefied petroleum gas,Litres,thousands,4936.0
808,2002,New Brunswick,Net sales of gasoline,Litres,thousands,1065779.0
809,2002,New Brunswick,Gross sales of gasoline,Litres,thousands,1078608.0
810,2002,New Brunswick,Net sales of diesel oil,Litres,thousands,431026.0
811,2002,New Brunswick,Net sales of liquefied petroleum gas,Litres,thousands,3558.0
812,2002,Quebec,Net sales of gasoline,Litres,thousands,7885344.0
813,2002,Quebec,Gross sales of gasoline,Litres,thousands,7976879.0
814,2002,Quebec,Net sales of diesel oil,Litres,thousands,3002660.0
815,2002,Quebec,Net sales of liquefied petroleum gas,Litres,thousands,0.0
816,2002,Ontario,Net sales of gasoline,Litres,thousands,14943145.0
817,2002,Ontario,Gross sales of gasoline,Litres,thousands,15135135.0
818,2002,Ontario,Net sales of diesel oil,Litres,thousands,4561028.0
819,2002,Ontario,Net sales of liquefied petroleum gas,Litres,thousands,85297.0
820,2002,Manitoba,Net sales of gasoline,Litres,thousands,1360651.0
821,2002,Manitoba,Gross sales of gasoline,Litres,thousands,1528499.0
822,2002,Manitoba,Net sales of diesel oil,Litres,thousands,486941.0
823,2002,Manitoba,Net sales of liquefied petroleum gas,Litres,thousands,11793.0
824,2002,Saskatchewan,Net sales of gasoline,Litres,thousands,1269309.0
825,2002,Saskatchewan,Gross sales of gasoline,Litres,thousands,1557924.0
826,2002,Saskatchewan,Net sales of diesel oil,Litres,thousands,819207.0
827,2002,Saskatchewan,Net sales of liquefied petroleum gas,Litres,thousands,63281.0
828,2002,Alberta,Net sales of gasoline,Litres,thousands,4778900.0
829,2002,Alberta,Gross sales of gasoline,Litres,thousands,5089400.0
830,2002,Alberta,Net sales of diesel oil,Litres,thousands,2285900.0
831,2002,Alberta,Net sales of liquefied petroleum gas,Litres,thousands,137000.0
832,2002,British Columbia,Net sales of gasoline,Litres,thousands,4532446.0
833,2002,British Columbia,Gross sales of gasoline,Litres,thousands,4722426.0
834,2002,British Columbia,Net sales of diesel oil,Litres,thousands,1418915.0
835,2002,British Columbia,Net sales of liquefied petroleum gas,Litres,thousands,0.0
836,2002,Yukon,Net sales of gasoline,Litres,thousands,64722.0
837,2002,Yukon,Gross sales of gasoline,Litres,thousands,66682.0
838,2002,Yukon,Net sales of diesel oil,Litres,thousands,41786.0
839,2002,Yukon,Net sales of liquefied petroleum gas,Litres,thousands,0.0
840,2002,Northwest Territories,Net sales of gasoline,Litres,thousands,37654.0
841,2002,Northwest Territories,Gross sales of gasoline,Litres,thousands,42748.0
842,2002,Northwest Territories,Net sales of diesel oil,Litres,thousands,90190.0
843,2002,Northwest Territories,Net sales of liquefied petroleum gas,Litres,thousands,0.0
844,2002,Nunavut,Net sales of gasoline,Litres,thousands,10941.0
845,2002,Nunavut,Gross sales of gasoline,Litres,thousands,10941.0
846,2002,Nunavut,Net sales of diesel oil,Litres,thousands,4318.0
847,2002,Nunavut,Net sales of liquefied petroleum gas,Litres,thousands,0.0
848,2003,Canada,Net sales of gasoline,Litres,thousands,38421608.0
849,2003,Canada,Gross sales of gasoline,Litres,thousands,39797315.0
850,2003,Canada,Net sales of diesel oil,Litres,thousands,14720634.0
851,2003,Canada,Net sales of liquefied petroleum gas,Litres,thousands,299714.0
852,2003,Newfoundland and Labrador,Net sales of gasoline,Litres,thousands,600614.0
853,2003,Newfoundland and Labrador,Gross sales of gasoline,Litres,thousands,612540.0
854,2003,Newfoundland and Labrador,Net sales of diesel oil,Litres,thousands,191870.0
855,2003,Newfoundland and Labrador,Net sales of liquefied petroleum gas,Litres,thousands,2465.0
856,2003,Prince Edward Island,Net sales of gasoline,Litres,thousands,206374.0
857,2003,Prince Edward Island,Gross sales of gasoline,Litres,thousands,208876.0
858,2003,Prince Edward Island,Net sales of diesel oil,Litres,thousands,47743.0
859,2003,Prince Edward Island,Net sales of liquefied petroleum gas,Litres,thousands,556.0
860,2003,Nova Scotia,Net sales of gasoline,Litres,thousands,1214712.0
861,2003,Nova Scotia,Gross sales of gasoline,Litres,thousands,1220905.0
862,2003,Nova Scotia,Net sales of diesel oil,Litres,thousands,396459.0
863,2003,Nova Scotia,Net sales of liquefied petroleum gas,Litres,thousands,5063.0
864,2003,New Brunswick,Net sales of gasoline,Litres,thousands,1027076.0
865,2003,New Brunswick,Gross sales of gasoline,Litres,thousands,1054882.0
866,2003,New Brunswick,Net sales of diesel oil,Litres,thousands,458788.0
867,2003,New Brunswick,Net sales of liquefied petroleum gas,Litres,thousands,4406.0
868,2003,Quebec,Net sales of gasoline,Litres,thousands,7958452.0
869,2003,Quebec,Gross sales of gasoline,Litres,thousands,8168659.0
870,2003,Quebec,Net sales of diesel oil,Litres,thousands,3111707.0
871,2003,Quebec,Net sales of liquefied petroleum gas,Litres,thousands,0.0
872,2003,Ontario,Net sales of gasoline,Litres,thousands,15381530.0
873,2003,Ontario,Gross sales of gasoline,Litres,thousands,15549036.0
874,2003,Ontario,Net sales of diesel oil,Litres,thousands,5029839.0
875,2003,Ontario,Net sales of liquefied petroleum gas,Litres,thousands,86358.0
876,2003,Manitoba,Net sales of gasoline,Litres,thousands,1363185.0
877,2003,Manitoba,Gross sales of gasoline,Litres,thousands,1536297.0
878,2003,Manitoba,Net sales of diesel oil,Litres,thousands,488185.0
879,2003,Manitoba,Net sales of liquefied petroleum gas,Litres,thousands,9471.0
880,2003,Saskatchewan,Net sales of gasoline,Litres,thousands,1271865.0
881,2003,Saskatchewan,Gross sales of gasoline,Litres,thousands,1543043.0
882,2003,Saskatchewan,Net sales of diesel oil,Litres,thousands,856147.0
883,2003,Saskatchewan,Net sales of liquefied petroleum gas,Litres,thousands,69596.0
884,2003,Alberta,Net sales of gasoline,Litres,thousands,4770900.0
885,2003,Alberta,Gross sales of gasoline,Litres,thousands,5065600.0
886,2003,Alberta,Net sales of diesel oil,Litres,thousands,2496100.0
887,2003,Alberta,Net sales of liquefied petroleum gas,Litres,thousands,121800.0
888,2003,British Columbia,Net sales of gasoline,Litres,thousands,4512548.0
889,2003,British Columbia,Gross sales of gasoline,Litres,thousands,4712238.0
890,2003,British Columbia,Net sales of diesel oil,Litres,thousands,1515135.0
891,2003,British Columbia,Net sales of liquefied petroleum gas,Litres,thousands,0.0
892,2003,Yukon,Net sales of gasoline,Litres,thousands,63844.0
893,2003,Yukon,Gross sales of gasoline,Litres,thousands,65787.0
894,2003,Yukon,Net sales of diesel oil,Litres,thousands,37448.0
895,2003,Yukon,Net sales of liquefied petroleum gas,Litres,thousands,0.0
896,2003,Northwest Territories,Net sales of gasoline,Litres,thousands,39699.0
897,2003,Northwest Territories,Gross sales of gasoline,Litres,thousands,48644.0
898,2003,Northwest Territories,Net sales of diesel oil,Litres,thousands,86890.0
899,2003,Northwest Territories,Net sales of liquefied petroleum gas,Litres,thousands,0.0
900,2003,Nunavut,Net sales of gasoline,Litres,thousands,10809.0
901,2003,Nunavut,Gross sales of gasoline,Litres,thousands,10809.0
902,2003,Nunavut,Net sales of diesel oil,Litres,thousands,4323.0
903,2003,Nunavut,Net sales of liquefied petroleum gas,Litres,thousands,0.0
904,2004,Canada,Net sales of gasoline,Litres,thousands,38911752.0
905,2004,Canada,Gross sales of gasoline,Litres,thousands,40146013.0
906,2004,Canada,Net sales of diesel oil,Litres,thousands,15671144.0
907,2004,Canada,Net sales of liquefied petroleum gas,Litres,thousands,346050.0
908,2004,Newfoundland and Labrador,Net sales of gasoline,Litres,thousands,599162.0
909,2004,Newfoundland and Labrador,Gross sales of gasoline,Litres,thousands,613916.0
910,2004,Newfoundland and Labrador,Net sales of diesel oil,Litres,thousands,201565.0
911,2004,Newfoundland and Labrador,Net sales of liquefied petroleum gas,Litres,thousands,2231.0
912,2004,Prince Edward Island,Net sales of gasoline,Litres,thousands,200296.0
913,2004,Prince Edward Island,Gross sales of gasoline,Litres,thousands,201572.0
914,2004,Prince Edward Island,Net sales of diesel oil,Litres,thousands,53785.0
915,2004,Prince Edward Island,Net sales of liquefied petroleum gas,Litres,thousands,465.0
916,2004,Nova Scotia,Net sales of gasoline,Litres,thousands,1208913.0
917,2004,Nova Scotia,Gross sales of gasoline,Litres,thousands,1214597.0
918,2004,Nova Scotia,Net sales of diesel oil,Litres,thousands,418771.0
919,2004,Nova Scotia,Net sales of liquefied petroleum gas,Litres,thousands,4495.0
920,2004,New Brunswick,Net sales of gasoline,Litres,thousands,1024339.0
921,2004,New Brunswick,Gross sales of gasoline,Litres,thousands,1040150.0
922,2004,New Brunswick,Net sales of diesel oil,Litres,thousands,457890.0
923,2004,New Brunswick,Net sales of liquefied petroleum gas,Litres,thousands,4244.0
924,2004,Quebec,Net sales of gasoline,Litres,thousands,8309692.0
925,2004,Quebec,Gross sales of gasoline,Litres,thousands,8366904.0
926,2004,Quebec,Net sales of diesel oil,Litres,thousands,3293206.0
927,2004,Quebec,Net sales of liquefied petroleum gas,Litres,thousands,0.0
928,2004,Ontario,Net sales of gasoline,Litres,thousands,15505570.0
929,2004,Ontario,Gross sales of gasoline,Litres,thousands,15693065.0
930,2004,Ontario,Net sales of diesel oil,Litres,thousands,5303501.0
931,2004,Ontario,Net sales of liquefied petroleum gas,Litres,thousands,86991.0
932,2004,Manitoba,Net sales of gasoline,Litres,thousands,1347594.0
933,2004,Manitoba,Gross sales of gasoline,Litres,thousands,1520802.0
934,2004,Manitoba,Net sales of diesel oil,Litres,thousands,525835.0
935,2004,Manitoba,Net sales of liquefied petroleum gas,Litres,thousands,44927.0
936,2004,Saskatchewan,Net sales of gasoline,Litres,thousands,1227099.0
937,2004,Saskatchewan,Gross sales of gasoline,Litres,thousands,1501549.0
938,2004,Saskatchewan,Net sales of diesel oil,Litres,thousands,905789.0
939,2004,Saskatchewan,Net sales of liquefied petroleum gas,Litres,thousands,84798.0
940,2004,Alberta,Net sales of gasoline,Litres,thousands,4831900.0
941,2004,Alberta,Gross sales of gasoline,Litres,thousands,5115800.0
942,2004,Alberta,Net sales of diesel oil,Litres,thousands,2715800.0
943,2004,Alberta,Net sales of liquefied petroleum gas,Litres,thousands,117900.0
944,2004,British Columbia,Net sales of gasoline,Litres,thousands,4543450.0
945,2004,British Columbia,Gross sales of gasoline,Litres,thousands,4751290.0
946,2004,British Columbia,Net sales of diesel oil,Litres,thousands,1647352.0
947,2004,British Columbia,Net sales of liquefied petroleum gas,Litres,thousands,0.0
948,2004,Yukon,Net sales of gasoline,Litres,thousands,62306.0
949,2004,Yukon,Gross sales of gasoline,Litres,thousands,64264.0
950,2004,Yukon,Net sales of diesel oil,Litres,thousands,41453.0
951,2004,Yukon,Net sales of liquefied petroleum gas,Litres,thousands,0.0
952,2004,Northwest Territories,Net sales of gasoline,Litres,thousands,39955.0
953,2004,Northwest Territories,Gross sales of gasoline,Litres,thousands,50626.0
954,2004,Northwest Territories,Net sales of diesel oil,Litres,thousands,101291.0
955,2004,Northwest Territories,Net sales of liquefied petroleum gas,Litres,thousands,0.0
956,2004,Nunavut,Net sales of gasoline,Litres,thousands,11478.0
957,2004,Nunavut,Gross sales of gasoline,Litres,thousands,11478.0
958,2004,Nunavut,Net sales of diesel oil,Litres,thousands,4906.0
959,2004,Nunavut,Net sales of liquefied petroleum gas,Litres,thousands,0.0
960,2005,Canada,Net sales of gasoline,Litres,thousands,38484324.0
961,2005,Canada,Gross sales of gasoline,Litres,thousands,39845934.0
962,2005,Canada,Net sales of diesel oil,Litres,thousands,16216420.0
963,2005,Canada,Net sales of liquefied petroleum gas,Litres,thousands,312063.0
964,2005,Newfoundland and Labrador,Net sales of gasoline,Litres,thousands,587439.0
965,2005,Newfoundland and Labrador,Gross sales of gasoline,Litres,thousands,601803.0
966,2005,Newfoundland and Labrador,Net sales of diesel oil,Litres,thousands,224357.0
967,2005,Newfoundland and Labrador,Net sales of liquefied petroleum gas,Litres,thousands,1965.0
968,2005,Prince Edward Island,Net sales of gasoline,Litres,thousands,207675.0
969,2005,Prince Edward Island,Gross sales of gasoline,Litres,thousands,209866.0
970,2005,Prince Edward Island,Net sales of diesel oil,Litres,thousands,46368.0
971,2005,Prince Edward Island,Net sales of liquefied petroleum gas,Litres,thousands,601.0
972,2005,Nova Scotia,Net sales of gasoline,Litres,thousands,1188259.0
973,2005,Nova Scotia,Gross sales of gasoline,Litres,thousands,1194195.0
974,2005,Nova Scotia,Net sales of diesel oil,Litres,thousands,417863.0
975,2005,Nova Scotia,Net sales of liquefied petroleum gas,Litres,thousands,3931.0
976,2005,New Brunswick,Net sales of gasoline,Litres,thousands,956802.0
977,2005,New Brunswick,Gross sales of gasoline,Litres,thousands,979326.0
978,2005,New Brunswick,Net sales of diesel oil,Litres,thousands,480374.0
979,2005,New Brunswick,Net sales of liquefied petroleum gas,Litres,thousands,5820.0
980,2005,Quebec,Net sales of gasoline,Litres,thousands,8186886.0
981,2005,Quebec,Gross sales of gasoline,Litres,thousands,8289887.0
982,2005,Quebec,Net sales of diesel oil,Litres,thousands,3242833.0
983,2005,Quebec,Net sales of liquefied petroleum gas,Litres,thousands,0.0
984,2005,Ontario,Net sales of gasoline,Litres,thousands,15338069.0
985,2005,Ontario,Gross sales of gasoline,Litres,thousands,15576477.0
986,2005,Ontario,Net sales of diesel oil,Litres,thousands,5430385.0
987,2005,Ontario,Net sales of liquefied petroleum gas,Litres,thousands,69451.0
988,2005,Manitoba,Net sales of gasoline,Litres,thousands,1328805.0
989,2005,Manitoba,Gross sales of gasoline,Litres,thousands,1497624.0
990,2005,Manitoba,Net sales of diesel oil,Litres,thousands,545585.0
991,2005,Manitoba,Net sales of liquefied petroleum gas,Litres,thousands,58733.0
992,2005,Saskatchewan,Net sales of gasoline,Litres,thousands,1176858.0
993,2005,Saskatchewan,Gross sales of gasoline,Litres,thousands,1513504.0
994,2005,Saskatchewan,Net sales of diesel oil,Litres,thousands,955799.0
995,2005,Saskatchewan,Net sales of liquefied petroleum gas,Litres,thousands,78061.0
996,2005,Alberta,Net sales of gasoline,Litres,thousands,4884300.0
997,2005,Alberta,Gross sales of gasoline,Litres,thousands,5146600.0
998,2005,Alberta,Net sales of diesel oil,Litres,thousands,3008500.0
999,2005,Alberta,Net sales of liquefied petroleum gas,Litres,thousands,93500.0
1000,2005,British Columbia,Net sales of gasoline,Litres,thousands,4507834.0
1001,2005,British Columbia,Gross sales of gasoline,Litres,thousands,4701388.0
1002,2005,British Columbia,Net sales of diesel oil,Litres,thousands,1681135.0
1003,2005,British Columbia,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1004,2005,Yukon,Net sales of gasoline,Litres,thousands,61025.0
1005,2005,Yukon,Gross sales of gasoline,Litres,thousands,63290.0
1006,2005,Yukon,Net sales of diesel oil,Litres,thousands,44772.0
1007,2005,Yukon,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1008,2005,Northwest Territories,Net sales of gasoline,Litres,thousands,37005.0
1009,2005,Northwest Territories,Gross sales of gasoline,Litres,thousands,48608.0
1010,2005,Northwest Territories,Net sales of diesel oil,Litres,thousands,133768.0
1011,2005,Northwest Territories,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1012,2005,Nunavut,Net sales of gasoline,Litres,thousands,23367.0
1013,2005,Nunavut,Gross sales of gasoline,Litres,thousands,23367.0
1014,2005,Nunavut,Net sales of diesel oil,Litres,thousands,4682.0
1015,2005,Nunavut,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1016,2006,Canada,Net sales of gasoline,Litres,thousands,38653955.0
1017,2006,Canada,Gross sales of gasoline,Litres,thousands,39918335.0
1018,2006,Canada,Net sales of diesel oil,Litres,thousands,16611819.0
1019,2006,Canada,Net sales of liquefied petroleum gas,Litres,thousands,311161.0
1020,2006,Newfoundland and Labrador,Net sales of gasoline,Litres,thousands,589155.0
1021,2006,Newfoundland and Labrador,Gross sales of gasoline,Litres,thousands,600955.0
1022,2006,Newfoundland and Labrador,Net sales of diesel oil,Litres,thousands,238703.0
1023,2006,Newfoundland and Labrador,Net sales of liquefied petroleum gas,Litres,thousands,2843.0
1024,2006,Prince Edward Island,Net sales of gasoline,Litres,thousands,194312.0
1025,2006,Prince Edward Island,Gross sales of gasoline,Litres,thousands,195660.0
1026,2006,Prince Edward Island,Net sales of diesel oil,Litres,thousands,46265.0
1027,2006,Prince Edward Island,Net sales of liquefied petroleum gas,Litres,thousands,301.0
1028,2006,Nova Scotia,Net sales of gasoline,Litres,thousands,1192608.0
1029,2006,Nova Scotia,Gross sales of gasoline,Litres,thousands,1194984.0
1030,2006,Nova Scotia,Net sales of diesel oil,Litres,thousands,456929.0
1031,2006,Nova Scotia,Net sales of liquefied petroleum gas,Litres,thousands,6187.0
1032,2006,New Brunswick,Net sales of gasoline,Litres,thousands,983830.0
1033,2006,New Brunswick,Gross sales of gasoline,Litres,thousands,1007062.0
1034,2006,New Brunswick,Net sales of diesel oil,Litres,thousands,466058.0
1035,2006,New Brunswick,Net sales of liquefied petroleum gas,Litres,thousands,6856.0
1036,2006,Quebec,Net sales of gasoline,Litres,thousands,8159065.0
1037,2006,Quebec,Gross sales of gasoline,Litres,thousands,8230895.0
1038,2006,Quebec,Net sales of diesel oil,Litres,thousands,3193472.0
1039,2006,Quebec,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1040,2006,Ontario,Net sales of gasoline,Litres,thousands,15268667.0
1041,2006,Ontario,Gross sales of gasoline,Litres,thousands,15507629.0
1042,2006,Ontario,Net sales of diesel oil,Litres,thousands,5384342.0
1043,2006,Ontario,Net sales of liquefied petroleum gas,Litres,thousands,67068.0
1044,2006,Manitoba,Net sales of gasoline,Litres,thousands,1331046.0
1045,2006,Manitoba,Gross sales of gasoline,Litres,thousands,1469050.0
1046,2006,Manitoba,Net sales of diesel oil,Litres,thousands,560428.0
1047,2006,Manitoba,Net sales of liquefied petroleum gas,Litres,thousands,59990.0
1048,2006,Saskatchewan,Net sales of gasoline,Litres,thousands,1160399.0
1049,2006,Saskatchewan,Gross sales of gasoline,Litres,thousands,1502063.0
1050,2006,Saskatchewan,Net sales of diesel oil,Litres,thousands,1009216.0
1051,2006,Saskatchewan,Net sales of liquefied petroleum gas,Litres,thousands,70116.0
1052,2006,Alberta,Net sales of gasoline,Litres,thousands,5139600.0
1053,2006,Alberta,Gross sales of gasoline,Litres,thousands,5368100.0
1054,2006,Alberta,Net sales of diesel oil,Litres,thousands,3373400.0
1055,2006,Alberta,Net sales of liquefied petroleum gas,Litres,thousands,97800.0
1056,2006,British Columbia,Net sales of gasoline,Litres,thousands,4524469.0
1057,2006,British Columbia,Gross sales of gasoline,Litres,thousands,4719356.0
1058,2006,British Columbia,Net sales of diesel oil,Litres,thousands,1721635.0
1059,2006,British Columbia,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1060,2006,Yukon,Net sales of gasoline,Litres,thousands,61536.0
1061,2006,Yukon,Gross sales of gasoline,Litres,thousands,63839.0
1062,2006,Yukon,Net sales of diesel oil,Litres,thousands,43137.0
1063,2006,Yukon,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1064,2006,Northwest Territories,Net sales of gasoline,Litres,thousands,37250.0
1065,2006,Northwest Territories,Gross sales of gasoline,Litres,thousands,46724.0
1066,2006,Northwest Territories,Net sales of diesel oil,Litres,thousands,113045.0
1067,2006,Northwest Territories,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1068,2006,Nunavut,Net sales of gasoline,Litres,thousands,12016.0
1069,2006,Nunavut,Gross sales of gasoline,Litres,thousands,12016.0
1070,2006,Nunavut,Net sales of diesel oil,Litres,thousands,5188.0
1071,2006,Nunavut,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1072,2007,Canada,Net sales of gasoline,Litres,thousands,39635182.0
1073,2007,Canada,Gross sales of gasoline,Litres,thousands,40848495.0
1074,2007,Canada,Net sales of diesel oil,Litres,thousands,17133467.0
1075,2007,Canada,Net sales of liquefied petroleum gas,Litres,thousands,299436.0
1076,2007,Newfoundland and Labrador,Net sales of gasoline,Litres,thousands,604949.0
1077,2007,Newfoundland and Labrador,Gross sales of gasoline,Litres,thousands,616872.0
1078,2007,Newfoundland and Labrador,Net sales of diesel oil,Litres,thousands,245690.0
1079,2007,Newfoundland and Labrador,Net sales of liquefied petroleum gas,Litres,thousands,1508.0
1080,2007,Prince Edward Island,Net sales of gasoline,Litres,thousands,196120.0
1081,2007,Prince Edward Island,Gross sales of gasoline,Litres,thousands,200511.0
1082,2007,Prince Edward Island,Net sales of diesel oil,Litres,thousands,46931.0
1083,2007,Prince Edward Island,Net sales of liquefied petroleum gas,Litres,thousands,199.0
1084,2007,Nova Scotia,Net sales of gasoline,Litres,thousands,1182790.0
1085,2007,Nova Scotia,Gross sales of gasoline,Litres,thousands,1190856.0
1086,2007,Nova Scotia,Net sales of diesel oil,Litres,thousands,435338.0
1087,2007,Nova Scotia,Net sales of liquefied petroleum gas,Litres,thousands,3234.0
1088,2007,New Brunswick,Net sales of gasoline,Litres,thousands,1033704.0
1089,2007,New Brunswick,Gross sales of gasoline,Litres,thousands,1059780.0
1090,2007,New Brunswick,Net sales of diesel oil,Litres,thousands,480268.0
1091,2007,New Brunswick,Net sales of liquefied petroleum gas,Litres,thousands,2954.0
1092,2007,Quebec,Net sales of gasoline,Litres,thousands,8361886.0
1093,2007,Quebec,Gross sales of gasoline,Litres,thousands,8441464.0
1094,2007,Quebec,Net sales of diesel oil,Litres,thousands,3176610.0
1095,2007,Quebec,Net sales of liquefied petroleum gas,Litres,thousands,0.0
1096,2007,Ontario,Net sales of gasoline,Litres,thousands,15702107.0
1097,2007,Ontario,Gross sales of gasoline,Litres,thousands,15840468.0
1098,2007,Ontario,Net sales of diesel oil,Litres,thousands,5380481.0
1099,2007,Ontario,Net sales of liquefied petroleum gas,Litres,thousands,62581.0
1100,2007,Manitoba,Net sales of gasoline,Litres,thousands,1364554.0
1101,2007,Manitoba,Gross sales of gasoline,Litres,thousands,1514653.0
1102,2007,Manitoba,Net sales of diesel oil,Litres,thousands,692065.0
1103,2007,Manitoba,Net sales of liquefied petroleum gas,Litres,thousands,69754.0
1104,2007,Saskatchewan,Net sales of gasoline,Litres,thousands,1219892.0
1105,2007,Saskatchewan,Gross sales of gasoline,Litres,thousands,1570195.0
1106,2007,Saskatchewan,Net sales of diesel oil,Litres,thousands,1086998.0
1107,2007,Saskatchewan,Net sales of liquefied petroleum gas,Litres,thousands,60406.0
1108,2007,Alberta,Net sales of gasoline,Litres,thousands,5298000.0
1109,2007,Alberta,Gross sales of gasoline,Litres,thousands,5536200.0
1110,2007,Alberta,Net sales of diesel oil,Litres,thousands,3580000.0
1111,2007,Alberta,Net sales of liquefied petroleum gas,Litres,thousands,98800.0
1112,2007,British Columbia,Net sales of gasoline,Litres,thousands,4554406.0
1113,2007,British Columbia,Gross sales of gasoline,Litres,thousands,4749604.0
1114,2007,British Columbia,Net sales of diesel oil,Litres,thousands,1796611.0
1115,2007,British Columbia,Net sales of liquefied petroleum gas,Litres,thousands,0.0
